[25-Dec-2018 15:35:55 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[25-Dec-2018 16:47:50 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[25-Dec-2018 17:54:55 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[25-Dec-2018 18:37:24 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[26-Dec-2018 14:40:22 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[26-Dec-2018 15:52:27 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[26-Dec-2018 15:54:01 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[27-Dec-2018 11:42:29 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[27-Dec-2018 12:10:59 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[27-Dec-2018 14:00:36 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[27-Dec-2018 15:37:51 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[28-Dec-2018 12:49:17 Europe/Moscow] PHP Warning:  Missing argument 3 for findLeads(), called in C:\Apache24\htdocs\bt24\script.php on line 33 and defined in C:\Apache24\htdocs\bt24\functions.php on line 4
[28-Dec-2018 16:11:09 Europe/Moscow] PHP Warning:  Missing argument 3 for findLeads(), called in C:\Apache24\htdocs\bt24\script.php on line 33 and defined in C:\Apache24\htdocs\bt24\functions.php on line 4
[28-Dec-2018 19:00:05 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[28-Dec-2018 19:02:54 Europe/Moscow] PHP Warning:  Missing argument 3 for findLeads(), called in C:\Apache24\htdocs\bt24\script.php on line 33 and defined in C:\Apache24\htdocs\bt24\functions.php on line 4
[28-Dec-2018 20:46:34 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[28-Dec-2018 20:46:55 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[28-Dec-2018 20:50:26 Europe/Moscow] PHP Warning:  Missing argument 3 for findLeads(), called in C:\Apache24\htdocs\bt24\script.php on line 33 and defined in C:\Apache24\htdocs\bt24\functions.php on line 4
[28-Dec-2018 20:50:37 Europe/Moscow] PHP Warning:  Missing argument 3 for findLeads(), called in C:\Apache24\htdocs\bt24\script.php on line 33 and defined in C:\Apache24\htdocs\bt24\functions.php on line 4
[29-Dec-2018 10:40:55 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[29-Dec-2018 10:43:01 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[29-Dec-2018 11:39:57 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[29-Dec-2018 11:40:00 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[29-Dec-2018 11:40:10 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[29-Dec-2018 11:45:48 Europe/Moscow] PHP Notice:  Undefined variable: key in C:\Apache24\htdocs\bt24\script.php on line 63
[29-Dec-2018 11:45:56 Europe/Moscow] PHP Notice:  Undefined variable: key in C:\Apache24\htdocs\bt24\script.php on line 63
[29-Dec-2018 12:48:45 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[29-Dec-2018 12:51:47 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[29-Dec-2018 16:07:57 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[31-Dec-2018 09:31:50 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[31-Dec-2018 09:31:50 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[31-Dec-2018 20:39:36 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[31-Dec-2018 20:42:33 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[01-Jan-2019 04:39:55 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[01-Jan-2019 04:39:55 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[01-Jan-2019 04:39:59 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[01-Jan-2019 04:39:59 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\functions.php on line 214
[01-Jan-2019 05:19:45 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[01-Jan-2019 10:33:03 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[02-Jan-2019 15:43:34 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[02-Jan-2019 21:41:45 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 14:08:49 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[03-Jan-2019 16:32:11 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 16:32:11 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 16:56:28 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[03-Jan-2019 16:59:14 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 17:42:42 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 17:42:42 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 17:44:20 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[03-Jan-2019 17:44:24 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[03-Jan-2019 17:55:16 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[03-Jan-2019 20:49:21 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[03-Jan-2019 20:52:08 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[04-Jan-2019 10:23:03 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[04-Jan-2019 10:31:11 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[04-Jan-2019 10:31:11 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[05-Jan-2019 11:01:41 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[05-Jan-2019 22:58:36 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[06-Jan-2019 17:25:09 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[06-Jan-2019 20:32:47 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[06-Jan-2019 20:32:47 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 11:43:14 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 11:46:16 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 11:49:17 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 13:46:38 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[07-Jan-2019 16:10:08 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[07-Jan-2019 16:12:58 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 16:23:41 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[07-Jan-2019 16:26:30 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 20:40:18 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[07-Jan-2019 20:49:53 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 09:18:47 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 09:18:47 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 10:04:54 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[08-Jan-2019 10:05:18 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[08-Jan-2019 10:08:32 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 10:08:33 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
[08-Jan-2019 10:08:57 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 11:46:44 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[08-Jan-2019 11:50:59 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 14:01:58 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 16:32:34 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[08-Jan-2019 17:19:47 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 18:16:06 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 19:26:10 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 19:26:12 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
[08-Jan-2019 19:26:28 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 19:26:28 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 19:59:28 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 20:07:55 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[08-Jan-2019 20:07:58 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 271
[09-Jan-2019 09:44:30 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 10:37:57 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 12:54:48 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 13:22:24 Europe/Moscow] PHP Fatal error:  Maximum execution time of 700 seconds exceeded in C:\Apache24\htdocs\bt24\functions.php on line 515
[09-Jan-2019 13:31:37 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 13:55:42 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 13:55:42 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 15:16:58 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 16:07:53 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 16:08:21 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 16:10:21 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:18:24 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:18:26 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
[09-Jan-2019 16:19:11 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:19:11 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:19:37 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:19:37 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:19:43 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[09-Jan-2019 16:19:43 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\functions.php on line 214
[09-Jan-2019 16:20:04 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:20:04 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:42:18 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:42:18 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[09-Jan-2019 16:42:23 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[09-Jan-2019 16:42:23 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\functions.php on line 214
[09-Jan-2019 18:18:19 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[09-Jan-2019 20:45:37 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 09:02:51 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 09:33:09 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 09:33:09 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 09:53:51 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 10:25:28 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 10:25:28 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 12:42:34 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 12:52:56 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 12:53:01 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[10-Jan-2019 17:44:16 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 17:47:09 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 18:16:26 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 18:52:55 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 18:53:20 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 18:56:52 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 18:56:54 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 195
[10-Jan-2019 18:56:54 Europe/Moscow] PHP Notice:  Trying to get property of non-object in C:\Apache24\htdocs\bt24\functions.php on line 195
[10-Jan-2019 18:56:54 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 271
[10-Jan-2019 18:57:51 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[10-Jan-2019 19:00:49 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 19:00:53 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[10-Jan-2019 19:56:40 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 19:59:24 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 20:50:07 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[10-Jan-2019 20:53:06 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[10-Jan-2019 20:53:07 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
[10-Jan-2019 20:54:07 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 10:20:51 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 13:11:19 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 13:31:11 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 13:31:11 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 14:08:50 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 14:08:50 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 15:22:22 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 15:24:14 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 15:24:14 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 16:13:28 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[11-Jan-2019 16:16:22 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 16:19:42 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 138
[11-Jan-2019 16:34:01 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 141
[11-Jan-2019 16:36:55 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 16:40:16 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 17:18:50 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 141
[11-Jan-2019 17:52:04 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 17:52:04 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 17:52:07 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
[11-Jan-2019 17:52:25 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 17:52:25 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 18:51:40 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[11-Jan-2019 18:51:40 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 00:02:55 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 00:02:55 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 12:57:29 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 13:06:07 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 13:06:07 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 13:06:13 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$EMAIL in C:\Apache24\htdocs\bt24\functions.php on line 198
[12-Jan-2019 13:06:13 Europe/Moscow] PHP Notice:  Undefined index: email in C:\Apache24\htdocs\bt24\functions.php on line 214
[12-Jan-2019 18:28:24 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 18:31:27 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 18:46:33 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 18:49:35 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 20:19:13 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 141
[12-Jan-2019 20:22:07 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 21:28:19 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 141
[12-Jan-2019 21:29:06 Europe/Moscow] PHP Notice:  Undefined variable: interest in C:\Apache24\htdocs\bt24\parse.php on line 141
[12-Jan-2019 21:31:30 Europe/Moscow] PHP Notice:  Undefined index: company in C:\Apache24\htdocs\bt24\script.php on line 33
[12-Jan-2019 21:31:31 Europe/Moscow] PHP Notice:  Undefined property: stdClass::$result in C:\Apache24\htdocs\bt24\functions.php on line 132
